Vehicle_Model,Mileage,Maintenance_History,Vehicle_Age,Fuel_Type,Engine_Size,Service_History,Accident_History,Fuel_Efficiency,Battery_Status
Bus,49482,Poor,5,Petrol,2500,4,1,18.77216489,Good
Truck,44875,Poor,4,Electric,2000,6,2,18.77311771,Weak
Bus,63714,Good,6,Diesel,2000,6,0,19.67890519,Weak
SUV,45239,Average,2,Diesel,1500,5,0,19.57784031,Weak
SUV,63117,Average,8,Electric,800,8,1,14.79254503,Weak
Motorcycle,55844,Poor,7,Electric,800,1,3,10.73271259,Weak
Truck,56635,Poor,10,Petrol,2500,8,2,11.10530698,New
Car,51448,Poor,7,Electric,2500,1,3,11.33749539,New
Car,31548,Poor,6,Diesel,1500,6,0,18.32415484,Weak
Bus,37401,Average,6,Electric,1000,1,3,14.12110234,New
Van,45657,Good,2,Electric,2000,2,2,13.41629462,Good
Bus,59807,Poor,8,Diesel,1000,3,2,17.83986993,Good
Van,68395,Average,10,Electric,800,3,1,16.35108847,New
SUV,44278,Poor,8,Diesel,1000,9,1,19.60728655,New
Car,71450,Average,3,Petrol,2500,10,2,13.93772379,Good
Truck,61867,Poor,3,Diesel,2000,9,1,14.94252117,New
Car,59675,Average,2,Diesel,2000,1,3,14.07524511,Good
SUV,79670,Average,10,Electric,2500,5,3,11.22608403,Good
Bus,55010,Good,7,Electric,800,4,2,18.77063606,New
Motorcycle,77941,Average,1,Petrol,1500,7,1,13.11151911,New
Car,40551,Average,6,Diesel,1500,5,1,19.60661122,Good
Truck,70902,Good,10,Petrol,2000,2,0,15.79528449,Weak
Car,37875,Poor,5,Electric,1500,8,2,10.40131025,Weak
Bus,34589,Average,2,Electric,800,5,3,14.40455035,New
Truck,47986,Good,8,Petrol,800,10,0,12.74557004,New
SUV,41163,Poor,7,Petrol,800,1,0,13.32529894,New
SUV,47018,Poor,10,Diesel,2500,4,0,14.31092962,New
SUV,62999,Good,4,Electric,1500,10,3,19.22140429,Good
Motorcycle,56386,Poor,8,Diesel,1000,3,2,17.89210988,Weak
Truck,44792,Good,4,Diesel,2000,7,2,11.54729106,Weak
SUV,71641,Poor,9,Diesel,2000,7,1,12.6164116,New
Car,78416,Good,1,Petrol,2500,7,1,11.18104566,New
Truck,45011,Poor,6,Electric,800,10,2,15.26662256,New
Bus,61066,Average,6,Electric,1000,5,2,10.16844436,New
Bus,67573,Poor,8,Petrol,2500,8,3,18.84870486,New
SUV,59899,Good,2,Electric,1000,3,0,16.76916569,Weak
SUV,54533,Poor,1,Diesel,1000,10,3,12.86345771,Good
Motorcycle,45363,Poor,9,Electric,1000,5,0,14.41301405,Weak
SUV,49845,Average,9,Diesel,1000,4,0,13.96592804,Good
Motorcycle,41700,Poor,1,Electric,1500,1,1,19.56133651,Good
Motorcycle,32731,Good,10,Diesel,800,5,1,19.76808203,New
Van,38605,Average,6,Electric,800,10,2,14.36978936,Weak
Van,70146,Good,8,Electric,2500,2,3,10.67982986,Weak
Bus,65950,Good,5,Electric,2000,7,2,13.79719492,New
Motorcycle,53606,Average,3,Diesel,800,2,1,12.882501,Good
SUV,72722,Average,1,Diesel,2000,10,0,14.18177082,Weak
Truck,43320,Poor,9,Electric,1000,7,3,15.17254473,Weak
Bus,52454,Poor,10,Diesel,1000,5,2,11.58506987,New
SUV,60819,Poor,2,Petrol,2500,3,2,17.05370724,Weak
Bus,49842,Good,6,Petrol,1500,6,0,15.08430351,Good
Truck,73860,Good,10,Diesel,1500,10,0,10.36134282,Good
Truck,41223,Average,8,Petrol,2000,5,0,16.12757743,Good
Truck,37446,Average,9,Petrol,1000,7,0,12.35916028,Weak
Truck,34898,Good,5,Electric,1000,9,2,12.69281578,Good
Bus,65295,Good,9,Petrol,2500,7,1,17.46972796,New
Truck,45430,Average,7,Diesel,1000,1,0,15.8629014,Good
Bus,33716,Good,4,Petrol,1500,1,0,14.70336212,Good
Truck,64741,Poor,2,Petrol,800,1,2,17.81646531,Weak
Van,33776,Average,5,Electric,1500,10,2,16.0100905,Weak
Bus,78747,Poor,1,Petrol,1000,9,2,13.13587442,Weak
Van,34292,Good,1,Diesel,1500,6,2,12.13956255,New
Truck,32033,Good,1,Diesel,2000,4,1,18.73952644,Weak
SUV,74552,Poor,4,Diesel,2000,3,3,13.85063926,Good
SUV,63466,Poor,9,Diesel,2000,6,1,18.22147221,Good
Car,79801,Good,6,Petrol,2500,4,0,17.98389572,Good
SUV,41116,Poor,1,Electric,800,7,0,15.07597265,Good
Van,41294,Average,7,Petrol,2000,7,3,16.50198465,Weak
Truck,62239,Average,6,Diesel,800,9,1,11.7340709,New
Car,33686,Good,4,Petrol,800,1,3,13.97602381,Good
Motorcycle,45897,Average,5,Petrol,2000,5,1,19.1264853,New
Truck,62726,Good,9,Diesel,1500,9,0,16.64667372,New
Motorcycle,65737,Average,9,Petrol,2000,2,2,15.5327788,Weak
Bus,63108,Good,3,Petrol,1000,2,3,11.93303264,New
Van,35459,Average,1,Electric,2500,7,1,18.40738599,New
Motorcycle,58260,Average,7,Diesel,1000,2,2,11.80920292,Good
SUV,52757,Good,2,Diesel,2000,6,2,14.46309782,Good
SUV,51996,Poor,7,Electric,800,1,2,12.24985254,Good
Motorcycle,70436,Poor,3,Diesel,2500,5,1,19.31469274,Weak
Motorcycle,47669,Poor,10,Petrol,2500,9,2,19.4108729,New
SUV,36909,Good,8,Electric,2000,1,1,16.84219705,New
Car,69215,Average,2,Electric,1000,6,3,18.847652,Weak
Truck,59891,Poor,8,Diesel,2000,8,1,12.06721027,New
Motorcycle,45352,Poor,9,Electric,1000,8,1,14.87955268,Good
Truck,43682,Poor,5,Petrol,2000,5,0,13.42474623,Good
Truck,61237,Average,1,Electric,2000,9,2,14.86716406,New
Motorcycle,59627,Good,2,Diesel,1500,2,1,15.12579588,New
Car,65892,Good,10,Electric,2000,3,3,19.75589779,New
Motorcycle,43433,Good,10,Diesel,2500,2,3,18.36936154,Weak
Van,55015,Poor,1,Electric,2500,1,0,17.30483944,New
Bus,45110,Average,2,Diesel,2000,2,0,15.49990228,Good
Truck,44187,Good,7,Electric,2500,5,3,19.58896768,Good
Car,75972,Average,6,Petrol,1000,10,1,17.04542043,Weak
SUV,39913,Average,3,Petrol,1000,4,2,12.68880846,New
Car,45841,Poor,4,Diesel,1500,8,1,17.37985256,Weak
Truck,67643,Poor,7,Diesel,2000,3,1,13.531535,Weak
Car,32957,Poor,3,Electric,1000,8,1,16.35230524,New
Truck,31959,Poor,9,Diesel,1000,6,0,13.97765908,New
Motorcycle,70485,Poor,3,Diesel,800,1,1,13.34573366,Good
Motorcycle,55056,Good,2,Electric,2000,6,3,17.43322628,New
Motorcycle,48183,Average,5,Electric,2500,9,3,14.95499946,Good
Bus,37140,Good,8,Electric,1000,4,2,18.37163901,Weak
Truck,74886,Average,1,Diesel,2000,1,2,10.37905908,Good
Car,39699,Good,7,Petrol,1000,6,1,19.00909018,Good
Car,41811,Poor,8,Electric,800,3,3,12.60511805,New
Car,53330,Good,9,Petrol,800,3,2,11.07247565,Good
Motorcycle,76395,Average,3,Petrol,1500,9,3,13.26888782,New
SUV,50882,Average,1,Diesel,2000,3,1,15.44303627,Good
Car,57955,Good,9,Diesel,2500,6,3,10.32898415,New
Van,74296,Average,7,Petrol,800,2,2,11.66704423,Good
SUV,43250,Good,10,Petrol,2000,5,1,12.88456792,Good
Van,35577,Good,10,Electric,2000,2,2,18.73032816,Good
Car,46312,Good,1,Diesel,2000,10,2,14.65416755,New
SUV,47835,Poor,2,Diesel,1500,3,0,11.77245738,Good
Motorcycle,37024,Average,8,Diesel,2500,4,0,16.80861981,Weak
Truck,72524,Poor,2,Diesel,1000,2,3,12.1686446,New
Van,62699,Good,7,Electric,2000,10,3,15.53372452,New
Motorcycle,44945,Average,3,Petrol,1500,1,3,18.1237172,Weak
Motorcycle,40106,Good,8,Diesel,1500,5,2,12.7703639,Good
Bus,49896,Good,4,Petrol,2500,4,0,19.61070463,Good
Bus,52364,Good,7,Petrol,1000,7,2,16.89450955,Weak
Car,51545,Average,3,Petrol,800,9,0,18.47258847,New
Truck,33716,Average,9,Electric,800,2,0,11.33213553,New
Van,35086,Poor,6,Diesel,800,5,2,15.80310909,New
Car,32375,Good,4,Petrol,2000,5,3,11.33893192,Weak
Van,53872,Average,1,Electric,2000,7,2,18.49807962,Weak
Truck,48723,Poor,6,Petrol,2500,10,1,19.98479867,Weak
Truck,37066,Good,9,Electric,1000,7,3,16.98078464,Weak
Bus,48933,Average,6,Petrol,800,8,1,14.97470492,Good
Motorcycle,47986,Average,2,Electric,2000,3,2,17.47401028,New
Car,43541,Poor,8,Petrol,2500,4,3,13.87182984,Good
Van,66284,Poor,2,Diesel,800,10,3,11.74688346,Weak
Van,30107,Average,3,Electric,2000,1,1,16.5938686,Good
Motorcycle,78578,Good,1,Petrol,1500,9,1,17.02568834,Weak
Motorcycle,56393,Poor,4,Electric,800,3,0,10.72171723,Good
Motorcycle,43414,Poor,7,Electric,1000,10,2,14.76111582,New
Motorcycle,30026,Poor,8,Diesel,2500,6,3,18.43245244,Weak
SUV,31811,Poor,4,Electric,1500,3,2,17.54845659,Weak
Bus,56017,Poor,7,Electric,1000,5,0,18.72382676,Weak
Van,47481,Average,10,Electric,1000,6,2,10.690669,Weak
SUV,54760,Poor,3,Diesel,1500,6,0,15.06120533,Weak
Motorcycle,44292,Good,1,Petrol,2000,8,1,15.66116144,Good
Bus,46296,Average,2,Petrol,2500,8,1,10.06485974,Weak
Motorcycle,31948,Good,2,Petrol,2000,1,3,15.18754279,Good
Van,59992,Poor,8,Electric,2500,8,1,11.73796859,New
Truck,36187,Good,10,Petrol,1000,5,2,17.22497032,Weak
Motorcycle,39153,Average,6,Electric,800,9,3,10.30797801,New
Truck,35022,Average,3,Electric,2500,7,0,14.41267361,New
Bus,41634,Poor,8,Electric,2500,9,0,18.43902463,Good
Motorcycle,49202,Good,6,Petrol,2000,8,2,15.00056163,New
Motorcycle,75581,Good,6,Petrol,2000,3,2,10.40323004,Good
Truck,65501,Poor,5,Diesel,1500,8,0,17.50415306,New
Car,34710,Poor,4,Diesel,1000,6,1,11.82134035,Weak
Van,59596,Average,4,Electric,800,2,3,18.24049283,Good
Motorcycle,38728,Average,9,Electric,1000,9,3,13.85693529,Weak
Motorcycle,40245,Good,8,Petrol,1000,4,0,10.63523107,Good
Motorcycle,58972,Average,10,Electric,800,7,1,13.98512495,Good
Bus,47379,Good,6,Electric,2000,9,3,13.78417803,Good
SUV,58763,Poor,5,Diesel,800,8,2,12.57115979,New
SUV,72949,Poor,10,Electric,2000,4,1,15.6691566,New
Van,59733,Poor,9,Diesel,1000,6,2,15.16861194,Good
Motorcycle,56047,Poor,9,Electric,2000,6,2,13.33257999,Weak
Van,30656,Average,5,Petrol,2500,3,0,18.58017834,Weak
Car,43310,Average,10,Electric,800,10,2,11.24731089,Good
Van,46926,Poor,7,Electric,2000,6,1,11.0718571,Good
Motorcycle,75102,Poor,6,Petrol,1500,8,1,13.80549277,Good
Bus,65018,Poor,5,Petrol,2500,8,2,17.63889607,Weak
Car,70368,Good,4,Electric,1500,5,2,14.16942428,Weak
Bus,34371,Poor,7,Electric,2000,8,1,10.69283776,Good
Car,55622,Poor,6,Petrol,1500,6,2,19.82845455,New
Car,74972,Poor,6,Electric,800,6,0,19.01872653,Good
Bus,71692,Average,3,Electric,2000,5,3,16.91498963,Good
Van,36032,Good,6,Petrol,1000,3,1,13.10219942,Good
Bus,77844,Good,10,Electric,2000,5,2,19.05992914,New
Motorcycle,53243,Good,3,Diesel,1500,5,0,11.6072181,New
Van,47781,Poor,10,Electric,1500,2,2,14.34278681,Weak
Bus,52907,Good,5,Electric,1000,5,2,19.46022063,New
Van,49573,Poor,1,Diesel,2500,6,0,18.99951898,Good
Bus,60229,Poor,2,Diesel,1000,5,2,11.67414703,Weak
Car,32382,Poor,10,Petrol,800,6,1,18.99765759,New
Car,56615,Average,4,Petrol,1500,3,2,18.36161818,Good
SUV,41643,Poor,6,Petrol,1000,8,2,16.28858992,New
Bus,78402,Average,5,Electric,2500,7,2,18.9506692,New
Bus,39808,Average,6,Electric,1000,3,3,19.81180684,New
Bus,35181,Average,10,Petrol,2500,5,2,13.16484199,New
Bus,77069,Average,5,Electric,800,6,1,19.23926515,Weak
Van,44818,Average,10,Petrol,800,8,3,17.24231431,Weak
SUV,75883,Average,5,Electric,2000,9,1,19.71076687,Weak
Van,57398,Average,6,Electric,800,2,0,19.99525071,Good
SUV,63223,Poor,2,Petrol,2000,10,2,17.39084218,New
Motorcycle,32834,Average,5,Petrol,1000,5,2,12.69077957,Good
Motorcycle,67456,Poor,5,Diesel,1500,2,1,17.36177422,Weak
Motorcycle,66692,Good,6,Diesel,2000,2,3,10.01682929,Weak
Truck,46169,Good,6,Electric,1500,1,0,13.72994163,New
Motorcycle,45821,Good,2,Electric,2500,1,2,11.85495909,Good
Bus,55187,Good,7,Electric,1000,4,1,17.20391652,New
SUV,35220,Good,6,Petrol,1500,2,0,14.57383544,New
Van,36815,Good,6,Petrol,800,10,0,13.63374719,Good
Car,75968,Good,9,Petrol,800,9,2,11.85163628,Weak
SUV,32652,Average,10,Diesel,800,7,2,16.98839985,Weak
Truck,48438,Average,1,Electric,1000,3,3,16.58783925,Good
Bus,45984,Average,9,Diesel,2500,9,2,15.28339709,Good
Truck,33312,Good,9,Diesel,2000,7,0,17.55325788,New
Bus,48682,Good,5,Diesel,1000,7,2,12.71047919,Weak
Van,30243,Good,8,Diesel,2000,2,3,14.43946413,New
Bus,76123,Poor,3,Diesel,1500,2,0,18.74153743,New
Motorcycle,75231,Average,7,Petrol,1000,7,2,14.3527673,Good
Bus,33875,Good,7,Petrol,2000,2,0,10.40555635,Good
SUV,76929,Average,3,Petrol,1000,8,3,17.96513957,New
Bus,68059,Average,10,Electric,2500,9,1,17.6426061,Weak
Bus,35115,Poor,4,Diesel,800,8,3,18.33190354,Weak
SUV,36420,Good,7,Diesel,800,2,3,11.47531573,New
Van,49544,Average,6,Electric,2500,9,3,18.00493086,Weak
Bus,74047,Poor,4,Electric,1500,5,3,13.75727049,New
Car,49662,Poor,8,Petrol,2500,6,2,11.38429826,New
Car,46285,Poor,9,Diesel,1500,5,2,14.30436871,New
Motorcycle,42722,Good,7,Diesel,1500,9,0,19.71828992,Good
Car,49498,Good,4,Electric,2500,8,2,16.86415994,New
Van,30899,Poor,2,Electric,2000,7,0,11.18087299,New
Car,65623,Average,5,Electric,1000,1,1,19.50782182,Good
SUV,52220,Average,1,Diesel,2500,4,1,10.46855511,Good
Van,72504,Good,3,Petrol,2500,1,1,14.29845024,New
Truck,76030,Good,10,Electric,2500,2,3,18.34573662,New
Motorcycle,35314,Average,8,Petrol,800,8,2,17.91181111,New
Car,55493,Good,7,Diesel,800,6,0,18.34273614,New
Bus,44537,Poor,2,Electric,1500,7,0,14.04081911,Weak
SUV,52979,Average,3,Petrol,2000,10,0,15.046025,Weak
Bus,62748,Poor,3,Electric,800,2,1,17.71631003,Weak
Truck,66028,Good,2,Diesel,1000,10,0,12.01133151,Weak
Motorcycle,34728,Poor,1,Petrol,2500,2,2,11.69824458,New
Car,68413,Average,5,Electric,1500,8,2,18.54402443,New
Motorcycle,30463,Average,6,Petrol,800,2,3,12.6007573,New
Bus,49998,Poor,5,Electric,800,6,2,17.08928973,Weak
SUV,77182,Poor,2,Electric,2000,4,2,15.85956469,Good
Car,58868,Good,4,Diesel,800,3,0,11.46348624,New
Van,77537,Good,6,Petrol,2000,3,2,12.39563579,New
Car,44992,Average,5,Petrol,1500,2,3,19.58207419,Good
SUV,55603,Good,8,Petrol,2000,4,1,13.67885397,Good
Motorcycle,76569,Average,9,Electric,800,1,0,19.80753652,New
SUV,30691,Average,9,Electric,1000,10,2,10.28615209,Weak
Bus,34081,Average,2,Diesel,2500,1,2,13.92235819,Good
Motorcycle,78236,Average,5,Diesel,2500,2,2,17.7933652,Good
Van,45815,Good,9,Electric,1500,4,3,16.71904586,Good
Motorcycle,77115,Poor,1,Electric,2000,8,0,13.82861847,Weak
Truck,50768,Good,2,Petrol,2000,8,3,10.85669307,Good
Truck,52428,Poor,4,Petrol,1500,3,2,10.8877483,Good
Truck,74635,Poor,10,Diesel,2000,6,0,14.46833095,New
Motorcycle,45833,Poor,7,Diesel,800,10,2,14.12808424,Good
Car,48297,Average,7,Electric,2500,1,3,14.83088342,Good
Van,42403,Poor,9,Diesel,2000,10,3,19.03866911,Weak
Bus,30124,Poor,10,Diesel,2000,7,1,11.56343882,Good
Motorcycle,70300,Good,3,Electric,1500,5,2,18.44403067,New
Car,36968,Good,5,Electric,800,2,0,11.53806976,Good
Bus,54211,Average,5,Electric,2500,8,0,12.90271147,Good
Truck,68722,Poor,2,Petrol,800,2,2,14.40240257,Weak
Motorcycle,65421,Poor,3,Electric,1000,1,0,11.21124598,Good
Van,32947,Good,4,Diesel,800,7,1,12.59124288,Good
Van,48955,Poor,3,Petrol,1000,3,3,11.61638215,Weak
Motorcycle,79899,Poor,2,Petrol,1000,3,3,10.55481191,Weak
Car,34633,Good,1,Petrol,2000,10,2,12.93717918,Weak
Car,49436,Poor,2,Diesel,1500,3,1,12.24355399,Good
Car,45838,Poor,4,Electric,800,9,1,19.13320739,Weak
Motorcycle,39074,Good,1,Diesel,2000,1,0,12.58763048,New
Motorcycle,72560,Poor,10,Diesel,2500,7,1,15.54254425,Weak
SUV,54469,Good,5,Petrol,1000,9,2,17.33479466,Good
Van,42222,Poor,4,Electric,800,1,2,17.04426384,New
Motorcycle,58831,Poor,4,Petrol,2000,3,2,18.84937069,New
Car,74983,Average,10,Petrol,800,4,3,10.67133648,Weak
Motorcycle,45727,Average,9,Diesel,2500,10,0,16.47608382,Good
Car,76349,Poor,9,Petrol,2500,10,3,11.19847996,New
Truck,63198,Poor,5,Petrol,2500,7,2,18.71349106,Good
Van,59864,Poor,4,Electric,1000,4,3,19.71608897,New
Van,71696,Average,5,Diesel,2500,10,2,15.80786132,Good
Car,60831,Good,9,Diesel,2000,5,3,10.45078441,New
Car,60514,Average,9,Electric,2000,3,3,14.70273773,Good
Bus,41497,Poor,10,Diesel,800,2,1,18.9690594,Weak
Car,61731,Good,9,Diesel,1000,2,3,19.99410908,New
Truck,67468,Average,1,Diesel,1500,8,1,13.59606198,Weak
SUV,61343,Poor,9,Petrol,2000,10,2,16.76473636,New
Truck,63599,Average,10,Petrol,800,9,2,11.024608,Weak
Car,44932,Average,2,Diesel,800,3,0,12.17231666,Good
Car,67487,Good,4,Petrol,1000,10,2,16.96983086,Weak
Bus,73492,Average,5,Diesel,2500,7,0,18.06910357,Weak
Bus,40410,Poor,9,Diesel,1500,4,0,18.46082872,New
Truck,46947,Good,1,Electric,1500,10,0,18.61475068,New
SUV,62679,Average,3,Petrol,1000,1,2,13.10817559,Weak
Truck,38625,Poor,9,Petrol,2500,4,2,13.26699969,Weak
Car,56189,Poor,3,Electric,1500,6,0,16.34372715,Good
SUV,48826,Average,1,Diesel,800,10,1,15.32822773,New
Van,52692,Good,8,Electric,2000,8,1,16.95679199,Weak
Van,61643,Poor,9,Diesel,800,10,2,14.63550773,Good
Car,75660,Poor,8,Electric,2500,5,1,15.05250145,New
Car,37180,Average,6,Electric,2000,6,1,16.99623884,New
SUV,30638,Poor,4,Diesel,1500,3,1,19.31254275,New
Truck,44983,Average,1,Electric,1500,1,2,12.52060793,Weak
Truck,58749,Average,4,Diesel,800,7,2,15.25759177,Good
Van,78619,Average,8,Diesel,800,8,3,14.22584661,Good
Car,57665,Poor,1,Petrol,1500,6,0,17.38275389,New
Bus,65111,Average,8,Electric,2000,6,1,18.6417706,Good
Truck,68954,Poor,4,Electric,2500,7,0,18.58512182,Good
Truck,67095,Poor,7,Diesel,1000,1,1,11.91622977,Weak
Motorcycle,42494,Good,4,Electric,1500,7,1,17.19543364,New
Bus,68326,Poor,9,Petrol,800,9,1,14.2608934,New
Bus,63857,Average,6,Diesel,800,1,3,12.84776037,New
Motorcycle,46629,Average,5,Diesel,1000,10,2,11.7994323,Good
SUV,62367,Average,4,Petrol,2500,1,1,18.97450942,New
Truck,45342,Average,5,Diesel,2500,8,1,17.00418309,New
Van,55888,Good,8,Electric,2500,6,0,17.37386668,Weak
Car,58112,Average,2,Electric,2000,9,0,14.87097021,New
Van,52186,Poor,6,Petrol,2500,8,1,12.65932212,New
Van,30218,Poor,6,Diesel,2000,7,0,17.80162839,New
Car,60908,Good,2,Diesel,1000,4,0,18.37825146,New
Motorcycle,38531,Good,7,Diesel,1000,3,3,17.72938682,New
SUV,46410,Poor,5,Electric,2500,3,3,18.75256238,New
SUV,45446,Average,5,Petrol,2500,5,3,15.51613214,Good
Bus,62341,Poor,10,Electric,2000,4,0,12.4121986,Good
Van,41427,Poor,3,Petrol,2000,1,2,10.34826381,Weak
Truck,50448,Average,3,Petrol,2000,1,2,13.9515172,New
SUV,43880,Poor,2,Petrol,2000,4,2,13.58453413,New
Truck,78410,Good,10,Diesel,1000,6,0,12.81635956,Weak
Van,37043,Average,2,Diesel,2500,7,1,12.88648069,Weak
Van,61143,Good,5,Electric,1000,1,0,17.33665835,New
Car,60577,Average,10,Diesel,1000,3,3,16.34607372,New
Bus,33572,Average,1,Electric,1000,5,0,17.19682817,Good
Bus,38380,Good,6,Diesel,1000,6,0,11.08892642,New
Bus,48095,Poor,4,Diesel,2500,6,3,10.69324524,Good
Bus,53748,Poor,1,Petrol,1500,3,1,13.13772494,Weak
Bus,39918,Good,9,Electric,2500,10,0,19.92243545,Weak
Truck,50138,Poor,5,Diesel,1000,9,2,10.26219944,New
SUV,75575,Poor,5,Petrol,2000,7,1,19.47961571,New
Truck,45913,Good,9,Petrol,2500,3,3,15.54059367,New
Van,74663,Average,5,Diesel,2500,3,2,15.9207126,Weak
Motorcycle,70879,Poor,8,Petrol,2500,2,3,16.26356719,Good
Motorcycle,41660,Good,10,Electric,2000,7,1,18.95765167,New
Van,47421,Poor,6,Petrol,1000,9,2,18.93572151,Weak
SUV,56292,Average,7,Petrol,1000,2,0,14.02850746,Weak
Motorcycle,34946,Average,10,Electric,2500,4,1,10.00412126,Weak
Van,76602,Good,4,Diesel,2500,9,0,19.76911168,Weak
Van,60649,Good,4,Electric,800,8,3,10.90608947,Good
SUV,56062,Average,7,Petrol,2000,5,3,16.84283932,Good
SUV,38640,Good,2,Petrol,800,6,3,12.5701741,New
Truck,54371,Good,5,Electric,1500,9,0,16.02555923,Good
Bus,74351,Average,4,Petrol,2000,1,2,14.47044459,Good
Bus,70369,Good,5,Diesel,1000,10,3,16.65895949,Weak
Bus,40292,Good,10,Electric,2000,6,2,11.80890185,Weak
Van,64242,Average,1,Petrol,800,1,2,19.14900038,Good
Car,45858,Good,2,Diesel,2000,6,0,16.21914471,New
Bus,54516,Poor,6,Diesel,800,6,1,10.68807951,New
SUV,63460,Average,3,Diesel,1000,2,0,13.7472997,Weak
Truck,49406,Poor,4,Electric,800,2,1,16.49321673,New
Motorcycle,49893,Good,3,Electric,1500,10,3,14.73395112,Weak
Van,72760,Good,10,Diesel,800,5,3,10.08316566,Weak
SUV,65021,Poor,10,Electric,1500,3,3,19.14687966,Good
Car,35748,Poor,5,Petrol,2000,6,1,17.95340042,New
Truck,30279,Good,9,Diesel,1500,2,3,19.62294486,Weak
Van,49211,Poor,10,Electric,1000,8,2,14.76833882,Weak
Truck,66735,Good,3,Petrol,2500,6,2,18.2741278,Weak
Truck,62582,Poor,7,Petrol,800,3,3,18.39732381,New
Van,55279,Average,9,Electric,1000,1,3,14.25603233,Good
Bus,33837,Good,1,Electric,800,7,1,16.4761121,Good
SUV,64820,Average,6,Diesel,1500,3,2,18.09454246,Good
Motorcycle,44165,Poor,8,Petrol,1000,10,1,12.43345521,Good
SUV,54284,Good,8,Petrol,2000,7,3,13.2646885,Weak
Motorcycle,30646,Poor,8,Petrol,1000,9,0,15.95742324,New
Car,59521,Average,1,Electric,2000,6,2,12.76581969,Good
Van,62184,Good,2,Diesel,1000,3,3,11.96763602,Good
Truck,64803,Average,4,Petrol,2500,10,3,14.71544036,New
Car,41343,Good,8,Electric,1000,7,0,18.70799387,New
SUV,36040,Poor,3,Electric,1000,6,3,11.49028153,New
SUV,70361,Average,8,Diesel,2000,3,0,13.34283638,New
SUV,37311,Good,4,Electric,1000,4,2,14.8529207,Good
Truck,63695,Average,9,Diesel,1500,5,1,12.22671189,Weak
Motorcycle,47776,Good,4,Diesel,800,6,1,13.23935061,New
Van,61172,Average,4,Diesel,1500,1,2,16.88254118,Good
Truck,74718,Good,6,Petrol,2000,4,0,11.99358734,Weak
Van,32721,Average,9,Petrol,800,5,3,15.81579489,Weak
Motorcycle,30245,Poor,7,Diesel,1500,10,0,19.16546616,Weak
Bus,34464,Good,8,Electric,1000,3,1,12.04958662,Weak
Car,72424,Good,2,Diesel,800,3,2,11.16906226,Weak
Van,66063,Poor,6,Petrol,2500,2,0,17.02797646,New
SUV,77182,Good,2,Electric,1000,6,2,16.35857319,Weak
Van,75658,Good,4,Electric,1500,3,3,11.75334911,New
Bus,44099,Good,5,Electric,1000,9,1,17.67788545,Good
SUV,71224,Average,2,Petrol,2500,10,1,14.10063121,Weak
Motorcycle,64847,Average,10,Electric,800,1,3,18.88311163,Weak
SUV,63239,Good,3,Petrol,2000,9,2,18.77421965,New
SUV,31244,Good,3,Electric,1000,4,2,13.50924231,New
Truck,73279,Average,4,Electric,800,4,3,13.71245601,Weak
Bus,58664,Poor,2,Diesel,2500,8,0,13.56635353,Good
Bus,57069,Average,10,Electric,1000,6,2,13.03251828,Weak
Car,40884,Poor,6,Diesel,2500,8,1,19.13844054,Weak
Truck,51473,Poor,7,Petrol,1500,7,1,16.37013722,Good
Motorcycle,71168,Poor,1,Electric,800,8,2,18.10355763,Weak
Bus,48301,Average,5,Electric,1500,3,3,13.60163816,New
Motorcycle,61224,Poor,2,Electric,2500,4,2,16.75094879,New
Bus,72098,Average,4,Petrol,800,10,2,18.5452937,New
Bus,77187,Good,8,Electric,2000,2,0,11.16939444,New
Car,35007,Poor,9,Petrol,800,2,3,10.08551216,Weak
Motorcycle,65930,Good,1,Petrol,800,1,3,17.20251555,Good
SUV,33142,Average,3,Diesel,2000,6,3,15.06077737,New
SUV,34306,Poor,4,Petrol,1000,3,3,13.0157159,New
Car,67294,Good,6,Electric,2500,6,2,19.42559014,Weak
Motorcycle,47590,Good,5,Diesel,1500,6,2,17.04251331,New
Van,75121,Average,9,Diesel,1500,6,2,14.66944726,New
Car,60675,Good,1,Electric,2000,7,0,14.19153213,Good
SUV,40309,Average,6,Petrol,1500,5,2,10.42007369,Weak
Bus,38735,Good,8,Electric,800,4,1,13.04439543,Good
Bus,38685,Average,1,Petrol,2500,1,2,10.49702979,Weak
Motorcycle,78428,Good,1,Petrol,1000,9,0,15.42611038,Good
Truck,67333,Good,2,Electric,2000,7,3,11.24283069,New
SUV,48961,Average,7,Electric,800,8,3,18.53830201,New
Truck,52203,Good,1,Petrol,800,3,0,17.59103455,Weak
Motorcycle,39087,Good,1,Electric,2000,3,3,10.32955689,Good
Bus,60924,Good,10,Electric,1500,4,3,12.45304812,New
Motorcycle,63518,Poor,8,Petrol,800,10,2,11.34455649,New
Van,30887,Poor,2,Petrol,2500,3,1,15.37608442,Good
Bus,76527,Average,5,Diesel,2000,2,1,14.20485476,Weak
Truck,45788,Good,8,Electric,1000,9,0,18.29788252,New
SUV,60952,Poor,5,Diesel,1500,3,0,17.01469425,Weak
Motorcycle,75476,Average,8,Electric,2000,9,2,16.01045661,New
Truck,36039,Average,1,Diesel,800,5,1,12.09962159,New
Truck,33408,Average,8,Electric,1000,2,2,13.17112924,New
Bus,69110,Poor,8,Electric,2500,6,2,14.18859162,New
